"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jfz1r03h11",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","02 Jan 2019 11:45:36 PST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
02-01 12:42:51,0.598,0.445,98.944,0.0,0.0,0.014,23555895296.0,326651904.0,9731772416.0,2.36823236608e+11,180.0,0.0,0.0,0.0,0.0,0.0,1447.0,5759.0,0.160,0.350,0.820,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:52,0.445,0.292,99.263,0.0,0.0,0.0,23555907584.0,326651904.0,9731776512.0,2.36823220224e+11,60.0,0.0,0.0,0.0,0.0,0.0,1297.0,4958.0,0.160,0.350,0.820,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:53,0.459,0.278,99.263,0.0,0.0,0.0,23555518464.0,326651904.0,9731776512.0,2.36823609344e+11,180.0,0.0,0.0,24576.0,0.0,4.0,1490.0,4957.0,0.160,0.350,0.820,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:54,0.641,0.251,99.094,0.0,0.0,0.014,23555407872.0,326651904.0,9731780608.0,2.3682371584e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1515.0,5702.0,0.160,0.350,0.820,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:55,0.654,0.376,98.957,0.0,0.0,0.014,23555133440.0,326651904.0,9731792896.0,2.36823977984e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1707.0,6487.0,0.160,0.350,0.820,4.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:56,0.792,0.528,98.680,0.0,0.0,0.0,23554523136.0,326651904.0,9731878912.0,2.36824502272e+11,60.0,0.0,0.0,0.0,0.0,0.0,1705.0,7057.0,0.150,0.340,0.820,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:57,0.597,0.403,99.0,0.0,0.0,0.0,23554289664.0,326651904.0,9731883008.0,2.36824731648e+11,60.0,0.0,0.0,155648.0,0.0,18.0,1675.0,5369.0,0.150,0.340,0.820,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:58,0.431,0.375,99.180,0.0,0.0,0.014,23553970176.0,326651904.0,9731887104.0,2.3682504704e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1430.0,4916.0,0.150,0.340,0.820,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:59,0.847,0.347,98.792,0.0,0.0,0.014,23554154496.0,326651904.0,9731887104.0,2.3682486272e+11,60.0,0.0,0.0,28672.0,0.0,4.0,1560.0,6012.0,0.150,0.340,0.820,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:00,1.293,0.584,98.109,0.0,0.0,0.014,23553679360.0,326651904.0,9731993600.0,2.3682523136e+11,60.0,0.0,0.0,49152.0,0.0,8.0,2279.0,9700.0,0.150,0.340,0.820,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:01,0.847,0.361,98.778,0.0,0.0,0.014,23553196032.0,326651904.0,9732063232.0,2.36825645056e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1640.0,6296.0,0.140,0.340,0.810,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:02,0.584,0.292,99.124,0.0,0.0,0.0,23553126400.0,326651904.0,9732067328.0,2.36825710592e+11,60.0,0.0,0.0,380928.0,0.0,20.0,1477.0,5009.0,0.140,0.340,0.810,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:03,0.625,0.278,99.097,0.0,0.0,0.0,23552856064.0,326651904.0,9732067328.0,2.36825980928e+11,60.0,0.0,0.0,36864.0,0.0,4.0,1351.0,5009.0,0.140,0.340,0.810,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:04,0.446,0.293,99.261,0.0,0.0,0.0,23553622016.0,326651904.0,9732071424.0,2.3682521088e+11,60.0,0.0,0.0,524288.0,0.0,24.0,1349.0,5665.0,0.140,0.340,0.810,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:05,0.751,0.320,98.930,0.0,0.0,0.0,23553355776.0,326651904.0,9732083712.0,2.36825464832e+11,60.0,0.0,0.0,61440.0,0.0,12.0,1635.0,6648.0,0.140,0.340,0.810,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:06,0.765,0.431,98.804,0.0,0.0,0.0,23552536576.0,326651904.0,9732173824.0,2.3682619392e+11,60.0,0.0,0.0,0.0,0.0,0.0,1575.0,6643.0,0.120,0.330,0.810,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:07,0.472,0.403,99.125,0.0,0.0,0.0,23552397312.0,326651904.0,9732173824.0,2.36826333184e+11,60.0,0.0,0.0,159744.0,0.0,18.0,1266.0,4985.0,0.120,0.330,0.810,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:08,0.473,0.320,99.207,0.0,0.0,0.0,23553519616.0,326651904.0,9732182016.0,2.36825202688e+11,394.0,0.0,0.0,0.0,0.0,0.0,1378.0,5114.0,0.120,0.330,0.810,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:09,0.418,0.321,99.247,0.0,0.0,0.014,23553232896.0,326651904.0,9732182016.0,2.36825489408e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1483.0,5991.0,0.120,0.330,0.810,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:10,1.155,0.431,98.414,0.0,0.0,0.0,23552794624.0,326651904.0,9732304896.0,2.368258048e+11,60.0,0.0,0.0,0.0,0.0,0.0,2199.0,9599.0,0.120,0.330,0.810,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:11,0.418,0.306,99.276,0.0,0.0,0.0,23552950272.0,326651904.0,9732354048.0,2.368256e+11,60.0,0.0,0.0,0.0,0.0,0.0,1346.0,5509.0,0.110,0.330,0.810,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:12,0.417,0.334,99.249,0.0,0.0,0.0,23552843776.0,326651904.0,9732358144.0,2.368257024e+11,60.0,0.0,0.0,0.0,0.0,0.0,1351.0,4644.0,0.110,0.330,0.810,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:13,0.569,0.485,98.946,0.0,0.0,0.0,23552200704.0,326651904.0,9732358144.0,2.36826345472e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1509.0,4821.0,0.110,0.330,0.810,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:14,0.736,0.431,98.833,0.0,0.0,0.0,23552720896.0,326651904.0,9732358144.0,2.3682582528e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1413.0,5965.0,0.110,0.330,0.810,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:15,0.626,0.320,99.040,0.0,0.0,0.014,23552823296.0,326651904.0,9732382720.0,2.36825698304e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1490.0,6140.0,0.110,0.330,0.810,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:16,0.778,0.487,98.735,0.0,0.0,0.0,23554043904.0,326651904.0,9732456448.0,2.36824403968e+11,60.0,0.0,0.0,0.0,0.0,0.0,1594.0,7313.0,0.110,0.320,0.800,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:17,0.500,0.320,99.180,0.0,0.0,0.0,23553753088.0,326651904.0,9732464640.0,2.36824686592e+11,60.0,0.0,0.0,163840.0,0.0,18.0,1340.0,5127.0,0.110,0.320,0.800,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:18,0.569,0.375,99.056,0.0,0.0,0.0,23553490944.0,326651904.0,9732464640.0,2.36824948736e+11,60.0,0.0,0.0,0.0,0.0,0.0,1386.0,4459.0,0.110,0.320,0.800,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:19,0.460,0.307,99.219,0.014,0.0,0.0,23552954368.0,326651904.0,9732468736.0,2.36825481216e+11,60.0,0.0,0.0,45056.0,0.0,7.0,1322.0,5810.0,0.110,0.320,0.800,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:20,1.030,0.445,98.496,0.0,0.0,0.028,23553241088.0,326651904.0,9732579328.0,2.36825083904e+11,60.0,0.0,0.0,0.0,0.0,0.0,2064.0,9607.0,0.110,0.320,0.800,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:21,0.570,0.390,99.040,0.0,0.0,0.0,23552897024.0,326651904.0,9732636672.0,2.36825370624e+11,60.0,0.0,0.0,0.0,0.0,0.0,1420.0,5705.0,0.100,0.320,0.800,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:22,0.487,0.292,99.208,0.0,0.0,0.014,23553675264.0,326651904.0,9732640768.0,2.36824588288e+11,60.0,0.0,0.0,1040384.0,0.0,2.0,1327.0,4772.0,0.100,0.320,0.800,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:23,0.403,0.320,99.263,0.0,0.0,0.014,23553413120.0,326651904.0,9732640768.0,2.36824850432e+11,60.0,0.0,0.0,40960.0,0.0,5.0,1329.0,4922.0,0.100,0.320,0.800,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:24,0.667,0.459,98.874,0.0,0.0,0.0,23554281472.0,326651904.0,9732644864.0,2.36823977984e+11,120.0,0.0,0.0,188416.0,0.0,18.0,1618.0,5955.0,0.100,0.320,0.800,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:25,0.654,0.417,98.915,0.0,0.0,0.014,23554138112.0,326651904.0,9732661248.0,2.3682410496e+11,268.0,0.0,0.0,24576.0,0.0,4.0,1764.0,6426.0,0.100,0.320,0.800,5.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:26,0.793,0.404,98.803,0.0,0.0,0.0,23553945600.0,326651904.0,9732747264.0,2.36824211456e+11,120.0,0.0,0.0,28672.0,0.0,6.0,1720.0,7177.0,0.090,0.310,0.790,2.0,0.0,2.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:27,1.155,0.626,98.191,0.0,0.0,0.028,23559692288.0,326651904.0,9732751360.0,2.36818460672e+11,60.0,0.0,0.0,163840.0,0.0,17.0,1963.0,6125.0,0.090,0.310,0.790,2.0,0.0,17.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:28,0.515,0.320,99.165,0.0,0.0,0.0,23559319552.0,326651904.0,9732763648.0,2.3681882112e+11,180.0,0.0,0.0,0.0,0.0,0.0,1432.0,5112.0,0.090,0.310,0.790,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:29,0.805,0.333,98.848,0.0,0.0,0.014,23559409664.0,326651904.0,9732763648.0,2.36818731008e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1514.0,6334.0,0.090,0.310,0.790,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:30,1.249,0.722,98.001,0.0,0.0,0.028,23559602176.0,326651904.0,9732911104.0,2.3681839104e+11,120.0,0.0,0.0,45056.0,0.0,8.0,2235.0,9881.0,0.090,0.310,0.790,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:31,0.557,0.279,99.164,0.0,0.0,0.0,23559446528.0,326651904.0,9732935680.0,2.36818522112e+11,120.0,0.0,0.0,32768.0,0.0,4.0,1356.0,5614.0,0.080,0.310,0.790,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:32,0.556,0.320,99.124,0.0,0.0,0.0,23558914048.0,326651904.0,9732939776.0,2.36819050496e+11,180.0,0.0,0.0,32768.0,0.0,5.0,1580.0,5139.0,0.080,0.310,0.790,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:43:33,0.445,0.348,99.208,0.0,0.0,0.0,23558475776.0,326651904.0,9732939776.0,2.36819488768e+11,60.0,0.0,0.0,49152.0,0.0,10.0,1447.0,5114.0,0.080,0.310,0.790,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,1.0,208.0
02-01 12:43:34,1.043,0.542,98.387,0.0,0.0,0.028,23559356416.0,326651904.0,9732943872.0,2.36818604032e+11,60.0,0.0,0.0,499712.0,0.0,18.0,2180.0,16268.0,0.080,0.310,0.790,2.0,0.0,2.0,0.0,0.0,22.0,784.0,0.0,1.0,208.0
02-01 12:43:35,1.734,0.610,97.517,0.0,0.0,0.139,23559700480.0,326651904.0,9733283840.0,2.3681792e+11,514.0,0.0,0.0,57344.0,0.0,8.0,2712.0,15456.0,0.080,0.310,0.790,4.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:36,0.958,0.472,98.541,0.0,0.0,0.028,23559122944.0,326651904.0,9733394432.0,2.36818386944e+11,60.0,0.0,0.0,57344.0,0.0,6.0,1769.0,7286.0,0.160,0.320,0.790,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:37,0.472,0.430,99.083,0.014,0.0,0.0,23558864896.0,326651904.0,9733398528.0,2.36818640896e+11,60.0,0.0,0.0,2326528.0,0.0,65.0,1489.0,5377.0,0.160,0.320,0.790,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:38,0.556,0.403,99.041,0.0,0.0,0.0,23559360512.0,326651904.0,9733406720.0,2.36818137088e+11,60.0,0.0,0.0,0.0,0.0,0.0,1429.0,5135.0,0.160,0.320,0.790,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:39,0.611,0.389,99.000,0.0,0.0,0.0,23559163904.0,326651904.0,9733406720.0,2.36818333696e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1346.0,5302.0,0.160,0.320,0.790,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:40,1.166,0.625,98.167,0.0,0.0,0.042,23558369280.0,326651904.0,9733505024.0,2.36819030016e+11,180.0,0.0,0.0,0.0,0.0,0.0,2163.0,9685.0,0.160,0.320,0.790,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:41,0.473,0.348,99.179,0.0,0.0,0.0,23557636096.0,326651904.0,9733578752.0,2.36819689472e+11,60.0,0.0,0.0,0.0,0.0,0.0,1297.0,5406.0,0.140,0.310,0.780,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:42,0.653,0.292,99.056,0.0,0.0,0.0,23556878336.0,326651904.0,9733582848.0,2.36820443136e+11,60.0,0.0,0.0,0.0,0.0,0.0,1416.0,5079.0,0.140,0.310,0.780,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:43,0.500,0.416,99.056,0.0,0.0,0.028,23556730880.0,326651904.0,9733582848.0,2.36820590592e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1295.0,4793.0,0.140,0.310,0.780,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:44,0.418,0.335,99.247,0.0,0.0,0.0,23556718592.0,326651904.0,9733586944.0,2.36820598784e+11,60.0,0.0,0.0,159744.0,0.0,17.0,1413.0,5829.0,0.140,0.310,0.780,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:45,0.723,0.347,98.902,0.0,0.0,0.028,23556575232.0,326651904.0,9733603328.0,2.3682072576e+11,180.0,0.0,0.0,24576.0,0.0,4.0,1651.0,6318.0,0.140,0.310,0.780,4.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:46,0.779,0.487,98.734,0.0,0.0,0.0,23558037504.0,326651904.0,9608310784.0,2.36944556032e+11,60.0,0.0,0.0,0.0,0.0,0.0,1631.0,7127.0,0.130,0.310,0.780,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:47,0.555,0.472,98.960,0.0,0.0,0.014,23557545984.0,326651904.0,9607864320.0,2.36945494016e+11,120.0,0.0,0.0,167936.0,0.0,19.0,1347.0,5061.0,0.130,0.310,0.780,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:48,0.514,0.334,99.152,0.0,0.0,0.0,23556562944.0,326651904.0,9607868416.0,2.3694647296e+11,60.0,0.0,0.0,0.0,0.0,0.0,1343.0,5021.0,0.130,0.310,0.780,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:49,0.557,0.334,99.109,0.0,0.0,0.0,23556268032.0,326651904.0,9607872512.0,2.36946763776e+11,120.0,0.0,0.0,28672.0,0.0,6.0,1449.0,5769.0,0.130,0.310,0.780,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:50,1.084,0.611,98.263,0.0,0.0,0.042,23555477504.0,326651904.0,9608036352.0,2.36947390464e+11,60.0,0.0,0.0,0.0,0.0,0.0,2186.0,9643.0,0.130,0.310,0.780,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:51,0.543,0.320,99.123,0.0,0.0,0.014,23554576384.0,326651904.0,9608040448.0,2.36948287488e+11,120.0,0.0,0.0,0.0,0.0,0.0,1328.0,5804.0,0.120,0.300,0.780,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:52,0.390,0.334,99.276,0.0,0.0,0.0,23556079616.0,326651904.0,9608044544.0,2.3694678016e+11,120.0,0.0,0.0,12288.0,0.0,1.0,1281.0,5001.0,0.120,0.300,0.780,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:53,0.362,0.320,99.304,0.0,0.0,0.014,23555960832.0,326651904.0,9608044544.0,2.36946898944e+11,120.0,0.0,0.0,40960.0,0.0,4.0,1461.0,4906.0,0.120,0.300,0.780,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:54,0.751,0.403,98.805,0.0,0.0,0.042,23556075520.0,326651904.0,9608048640.0,2.3694678016e+11,120.0,0.0,0.0,155648.0,0.0,17.0,1767.0,6159.0,0.120,0.300,0.780,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:55,0.612,0.362,98.985,0.0,0.0,0.042,23555559424.0,326651904.0,9608060928.0,2.36947283968e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1734.0,6361.0,0.120,0.300,0.780,4.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:56,0.889,0.500,98.583,0.0,0.0,0.028,23555219456.0,326651904.0,9608146944.0,2.3694753792e+11,120.0,0.0,0.0,0.0,0.0,0.0,1777.0,7372.0,0.110,0.300,0.770,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:57,0.473,0.389,99.138,0.0,0.0,0.0,23554793472.0,326651904.0,9608151040.0,2.36947959808e+11,120.0,0.0,0.0,1216512.0,0.0,23.0,1608.0,5244.0,0.110,0.300,0.770,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:58,0.459,0.236,99.291,0.0,0.0,0.014,23554797568.0,326651904.0,9608155136.0,2.36947951616e+11,120.0,0.0,0.0,0.0,0.0,0.0,1382.0,5083.0,0.110,0.300,0.770,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:43:59,0.723,0.445,98.833,0.0,0.0,0.0,23554650112.0,326651904.0,9608159232.0,2.36948094976e+11,120.0,0.0,0.0,45056.0,0.0,5.0,1919.0,6040.0,0.110,0.300,0.770,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:00,1.237,0.501,98.248,0.0,0.0,0.014,23553880064.0,326651904.0,9608286208.0,2.36948738048e+11,180.0,0.0,0.0,45056.0,0.0,8.0,2187.0,9979.0,0.110,0.300,0.770,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:01,0.543,0.348,99.095,0.0,0.0,0.014,23554093056.0,326651904.0,9608331264.0,2.3694848e+11,120.0,0.0,0.0,49152.0,0.0,10.0,1552.0,5935.0,0.100,0.290,0.770,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:02,0.653,0.347,99.000,0.0,0.0,0.0,23554633728.0,326651904.0,9608335360.0,2.36947935232e+11,240.0,0.0,0.0,24576.0,0.0,4.0,1517.0,4990.0,0.100,0.290,0.770,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:03,0.362,0.279,99.359,0.0,0.0,0.0,23554498560.0,326651904.0,9608335360.0,2.369480704e+11,120.0,0.0,0.0,20480.0,0.0,4.0,1265.0,4787.0,0.100,0.290,0.770,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:04,0.708,0.458,98.819,0.014,0.0,0.0,23555375104.0,326651904.0,9608339456.0,2.3694718976e+11,120.0,0.0,0.0,520192.0,0.0,24.0,1539.0,6051.0,0.100,0.290,0.770,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:05,0.708,0.375,98.903,0.0,0.0,0.014,23555612672.0,326651904.0,9608355840.0,2.36946935808e+11,0.0,0.0,0.0,24576.0,0.0,4.0,1696.0,6338.0,0.100,0.290,0.770,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:06,0.807,0.445,98.735,0.0,0.0,0.014,23554379776.0,326651904.0,9608441856.0,2.36948082688e+11,180.0,0.0,0.0,0.0,0.0,0.0,1612.0,7400.0,0.090,0.290,0.760,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:07,0.472,0.403,99.125,0.0,0.0,0.0,23554596864.0,326651904.0,9608445952.0,2.36947861504e+11,60.0,0.0,0.0,462848.0,0.0,21.0,1278.0,4935.0,0.090,0.290,0.760,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:08,0.473,0.362,99.166,0.0,0.0,0.0,23555792896.0,326651904.0,9608450048.0,2.36946661376e+11,60.0,0.0,0.0,45056.0,0.0,6.0,1377.0,5071.0,0.090,0.290,0.760,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:09,0.613,0.306,99.081,0.0,0.0,0.0,23556415488.0,326651904.0,9608454144.0,2.36946034688e+11,120.0,0.0,0.0,0.0,0.0,0.0,1501.0,5734.0,0.090,0.290,0.760,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:10,1.125,0.542,98.278,0.0,0.0,0.056,23555203072.0,326651904.0,9608540160.0,2.36947161088e+11,60.0,0.0,0.0,0.0,0.0,0.0,2023.0,9551.0,0.090,0.290,0.760,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:11,0.626,0.292,99.082,0.0,0.0,0.0,23555489792.0,326651904.0,9608622080.0,2.36946792448e+11,514.0,0.0,0.0,0.0,0.0,0.0,1287.0,5737.0,0.080,0.280,0.760,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:12,0.555,0.347,99.097,0.0,0.0,0.0,23555629056.0,326651904.0,9608626176.0,2.36946649088e+11,120.0,0.0,0.0,53248.0,0.0,13.0,1321.0,4947.0,0.080,0.280,0.760,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:13,0.487,0.292,99.221,0.0,0.0,0.0,23555252224.0,326651904.0,9608626176.0,2.3694702592e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1403.0,4910.0,0.080,0.280,0.760,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:14,0.751,0.348,98.888,0.0,0.0,0.014,23555493888.0,326651904.0,9608630272.0,2.3694678016e+11,120.0,0.0,0.0,155648.0,0.0,17.0,1507.0,6100.0,0.080,0.280,0.760,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:15,0.584,0.334,99.068,0.0,0.0,0.014,23555211264.0,326651904.0,9608642560.0,2.36947050496e+11,120.0,0.0,0.0,61440.0,0.0,12.0,1496.0,6159.0,0.080,0.280,0.760,5.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:16,0.875,0.444,98.625,0.0,0.0,0.056,23554494464.0,326651904.0,9608728576.0,2.3694768128e+11,180.0,0.0,0.0,0.0,0.0,0.0,1609.0,7210.0,0.080,0.280,0.750,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:17,0.459,0.278,99.249,0.0,0.0,0.014,23554387968.0,326651904.0,9608728576.0,2.36947787776e+11,60.0,0.0,0.0,151552.0,0.0,17.0,1347.0,5097.0,0.080,0.280,0.750,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:18,0.583,0.361,99.056,0.0,0.0,0.0,23554502656.0,326651904.0,9608736768.0,2.36947664896e+11,180.0,0.0,0.0,0.0,0.0,0.0,1395.0,5026.0,0.080,0.280,0.750,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:19,0.460,0.265,99.275,0.0,0.0,0.0,23554609152.0,326651904.0,9608736768.0,2.369475584e+11,120.0,0.0,0.0,28672.0,0.0,6.0,1258.0,5315.0,0.080,0.280,0.750,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:20,1.126,0.487,98.346,0.0,0.0,0.042,23554269184.0,326651904.0,9608839168.0,2.36947795968e+11,180.0,0.0,0.0,0.0,0.0,0.0,2173.0,9580.0,0.080,0.280,0.750,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
02-01 12:44:21,0.653,0.445,98.874,0.014,0.0,0.014,23554961408.0,326651904.0,9608908800.0,2.36947034112e+11,120.0,0.0,0.0,0.0,0.0,0.0,2691.0,7098.0,0.070,0.270,0.750,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,6.0,208.0
